Coin Name,Symbol,Launch Date,Token Address,Current Price (USD),Market Cap (USD),Trading Volume (24h),Circulating Supply,Total Supply,Price Change (24h),All-Time High (Price),All-Time Low (Price),Number of Holders,Transactions Count,Token Liquidity (USD),Returns (%)
FlokiSol,$MOONWAG,2023-01-05,addr423,0.0075,164281,8948,122258075,211161938,-9.25,0.006,0.0065,11606,35784,26561,-7.69
JokeSol,$JOKESOL,2022-11-20,addr121,0.0008,59688,20060,147812529,135729158,19.22,0.0044,0.0076,3182,23301,55164,-42.11
SolCheems,$CHAD,2022-09-10,addr76,0.0013,124274,46659,131120866,225657283,-8.28,0.0126,0.008,8707,31322,37948,57.5
InuSpark,$MEOW,2023-09-05,addr446,0.0046,276802,13231,167556511,206386933,-0.69,0.018,0.0022,14815,22806,36678,718.18
FlokiSol,$MOONWAG,2023-06-15,addr651,0.0004,192707,47318,130934426,278618108,15.67,0.0128,0.0031,8273,14415,94368,312.9
JokeSol,$SWOLEDOGE,2023-08-20,addr329,0.0041,347044,44206,195288309,263218603,16.9,0.0197,0.0065,13018,6848,44639,203.08
PepeMoon,$WOOFSOL,2023-06-15,addr697,0.0061,392502,8100,174224481,216370824,19.15,0.0015,0.0021,3210,15872,18647,-28.57
JokeSol,$MOONWAG,2023-08-20,addr918,0.0082,270151,41138,111961609,231581433,-6.49,0.0017,0.0037,7618,39711,47540,-54.05
MemeFlare,$SHIBA,2023-08-01,addr615,0.006,139548,37637,87141789,225118243,18.3,0.0028,0.0012,11155,38409,13308,133.33
SwoleDoge,$PUGINU,2023-06-15,addr119,0.0094,471783,24461,159728367,228421495,14.15,0.0164,0.006,9901,21917,43966,173.33
PepeMoon,$FLOKI,2023-07-10,addr400,0.0012,119924,33389,81238495,163117324,4.54,0.0039,0.0032,9610,16221,69977,21.87
MoonWag,$INUSPARK,2023-03-30,addr943,0.0035,149602,32428,171298052,55507577,-2.36,0.0124,0.0055,14672,47905,85672,125.45
MoonPug,$CHAD,2021-04-05,addr845,0.0098,416699,23148,169499727,125230275,10.33,0.0015,0.0092,6639,15078,33891,-83.7
MemeFlare,$PUGINU,2023-03-14,addr836,0.0095,457329,19323,148986584,162226701,6.92,0.0178,0.0069,9480,38150,30429,157.97
SolDog,$CHAD,2023-06-15,addr620,0.0076,174134,10036,87169202,254478285,-6.41,0.0143,0.0084,13356,19522,80870,70.24
SwoleDoge,$PEPE,2023-05-20,addr70,0.0021,96538,7345,187796884,223267935,19.97,0.0112,0.0052,6374,8518,68942,115.38
FlokiSol,$LOL,2023-05-20,addr827,0.0028,320393,35886,169471709,108405290,0.81,0.0089,0.0013,5920,35863,61648,584.62
MoonPug,$WOOFSOL,2022-11-20,addr338,0.0057,359261,33253,194819717,65964582,-7.43,0.0063,0.0025,4812,26579,83848,152.0
InuSpark,$MOONWAG,2022-09-10,addr363,0.0079,63288,43086,196930039,262663835,-2.43,0.001,0.006,9299,46252,30238,-83.33
WoofSol,$PUGINU,2023-06-15,addr674,0.0081,486615,38421,174634619,224949912,7.61,0.0024,0.0053,13513,14178,13594,-54.72
MeowInu,$PEPE,2022-12-15,addr555,0.0023,451657,8336,190987243,129666998,-2.86,0.0141,0.0093,6051,10689,84344,51.61
ShibaSol,$SOLDOG,2023-07-10,addr605,0.0017,466619,37032,165892953,292506505,-0.6,0.0194,0.0032,3182,44001,46376,506.25
LOLToken,$SHIBA,2023-04-10,addr381,0.0015,296752,12240,181455736,87321376,18.92,0.0068,0.007,5856,45779,89253,-2.86
FlokiSol,$FLOKI,2023-03-30,addr170,0.0089,199718,19226,177199076,142857281,17.94,0.0092,0.0074,11164,42471,14754,24.32
MemeFlare,$LOL,2022-11-20,addr941,0.0012,180647,44588,120247592,276285874,-4.86,0.0013,0.0045,6700,9928,84039,-71.11
SolDog,$MOONPUG,2023-03-14,addr408,0.0096,372272,5581,58153229,156567391,8.51,0.0025,0.0066,4880,8026,35899,-62.12
SwoleDoge,$SHIBA,2023-08-20,addr446,0.003,318204,34709,84786503,198989777,-9.13,0.0053,0.0069,11748,41450,27750,-23.19
PugInu,$CHAD,2023-08-20,addr885,0.0074,457933,24057,59757968,285592245,9.32,0.0021,0.002,3940,30795,76665,5.0
SolDog,$PEPE,2021-04-05,addr643,0.0041,384232,13342,108188375,274957105,1.36,0.0086,0.0072,13741,32230,89325,19.44
PugInu,$WOOFSOL,2023-08-01,addr515,0.0085,320909,36952,133862452,256338472,-3.38,0.0134,0.0038,14774,24471,54175,252.63
PepeSol,$SWOLEDOGE,2023-04-10,addr633,0.0052,372489,20605,136245440,205075199,-7.02,0.0163,0.0004,11479,38894,21952,3975.0
ShibaLight,$DOGESUN,2022-12-15,addr357,0.0031,455701,44543,172171647,209160497,-1.48,0.0012,0.0096,8336,21000,17225,-87.5
WoofSol,$SHIBALIGHT,2022-11-20,addr657,0.01,172350,12680,118512838,287995030,12.56,0.0078,0.0013,9927,34512,65284,500.0
MoonWag,$SOLDOG,2023-05-20,addr594,0.0088,58083,27695,146667351,241516607,18.58,0.0194,0.0002,11034,49676,84676,9600.0
MeowInu,$CHAD,2023-01-18,addr825,0.0003,390221,16758,189888468,110575775,-3.28,0.0037,0.0066,5237,34019,91315,-43.94
ShibaSol,$PEPEMOON,2023-09-05,addr68,0.008,417452,41348,131504796,86837564,17.62,0.0115,0.0063,8206,18801,83762,82.54
ChadCoin,$PEPEMOON,2023-01-05,addr712,0.0063,469944,13713,199194214,104330286,-4.67,0.0111,0.0005,12933,48392,27367,2120.0
MemeFlare,$MEMEFLARE,2022-06-25,addr349,0.0039,269627,7472,91351806,265802689,19.98,0.0142,0.0014,5260,36948,20647,914.29
MoonWag,$MOONPUG,2023-04-10,addr749,0.0056,104630,41876,171209400,186591170,-4.28,0.0157,0.0022,9186,34396,71548,613.64
WoofSol,$LOL,2023-03-14,addr413,0.0045,144762,36816,165430163,134628784,-6.58,0.0199,0.0018,12094,30898,51818,1005.56
PepeMoon,$FLOKI,2022-11-20,addr709,0.0056,305652,49550,130741471,228834840,2.37,0.0129,0.0043,14876,8995,95788,200.0
InuSpark,$PEPE,2022-12-25,addr15,0.0018,189355,38593,140686930,248351197,0.86,0.0108,0.0082,7914,8161,98213,31.71
MemeFlare,$PUGINU,2022-12-25,addr568,0.0095,433881,5507,102955139,139973275,10.34,0.0069,0.0051,14225,41116,88624,35.29
MeowInu,$CHAD,2023-08-20,addr90,0.0019,328125,34598,83638012,84978952,10.42,0.0034,0.0054,12461,46386,95881,-37.04
MoonWag,$SWOLEDOGE,2023-03-30,addr34,0.0095,125759,47260,85428199,50447532,10.41,0.0072,0.0034,3725,41212,11068,111.76
FlokiSol,$SHIBA,2022-11-20,addr305,0.0007,209666,41341,96961609,81291270,-6.13,0.0087,0.008,3152,41285,28747,8.75
ShibaLight,$DOGESUN,2023-09-05,addr961,0.0059,491370,15621,173883965,56604494,7.71,0.0171,0.0094,6597,12667,48584,81.91
MeowInu,$SHIBALIGHT,2023-06-15,addr445,0.0065,324057,20226,63898816,163274599,3.5,0.0036,0.0011,8945,42751,43125,227.27
InuSpark,$SWOLEDOGE,2021-04-05,addr539,0.0096,451982,29289,131681739,187945204,-3.88,0.0178,0.0033,6170,31950,54710,439.39
PugInu,$PEPEMOON,2023-01-05,addr958,0.0063,144391,14082,111715923,214361287,9.18,0.0129,0.0089,3913,22044,98545,44.94
SolCheems,$LOL,2023-04-10,addr525,0.0031,128879,13757,189584490,210815902,6.37,0.0133,0.009,14858,32144,55471,47.78
PepeMoon,$MEMEFLARE,2023-03-30,addr957,0.0074,450082,23100,142691952,89561055,5.81,0.0106,0.0076,4362,20457,27392,39.47
PepeSol,$FLOKI,2023-01-05,addr624,0.0023,472467,34371,77485838,200644399,10.27,0.0097,0.0093,7615,23567,10474,4.3
DogeSun,$JOKESOL,2023-01-18,addr490,0.0093,190320,27029,124647547,262994522,-1.11,0.0121,0.0093,8386,6196,47403,30.11
JokeSol,$CHEEMS,2023-04-10,addr866,0.0096,411045,49227,161001278,92863299,6.67,0.0176,0.0047,14234,46885,23237,274.47
MoonWag,$MEOW,2023-03-14,addr961,0.0084,404173,10873,157287103,224488621,1.4,0.0023,0.0042,8726,25747,81317,-45.24
MoonWag,$WOOFSOL,2022-06-25,addr436,0.0052,84804,14375,84042787,248292859,-6.06,0.0062,0.0073,11016,19099,10690,-15.07
MemeFlare,$JOKESOL,2023-06-15,addr707,0.0001,146121,12456,143210781,139691599,6.08,0.0077,0.0089,9315,17453,41663,-13.48
MoonWag,$CHEEMS,2023-07-10,addr324,0.0003,98194,21813,199125578,221534150,9.21,0.0079,0.0018,8160,14319,29017,338.89
PepeMoon,$MEOW,2023-08-20,addr84,0.0003,370216,21087,168817217,128433881,0.41,0.0079,0.0009,8629,40718,95137,777.78
GiggleToken,$SWOLEDOGE,2023-06-15,addr601,0.0084,429939,30279,51189410,182297224,13.16,0.0165,0.0025,6829,13213,61104,560.0
MoonPug,$PUGINU,2023-03-14,addr592,0.0086,306835,5995,133564825,247167496,3.15,0.0172,0.0077,13860,48705,11807,123.38
DogeSun,$MEMEFLARE,2022-04-22,addr536,0.0008,469296,31501,118089260,108092764,19.56,0.0021,0.0068,10571,12855,61340,-69.12
PepeSol,$SWOLEDOGE,2023-05-20,addr751,0.0018,475178,31559,157208380,157148346,-6.96,0.0169,0.0062,8859,35448,43201,172.58
ShibaLight,$WOOFSOL,2022-12-15,addr386,0.0027,429711,24411,76553945,53117223,-5.22,0.0047,0.0012,11664,16248,13232,291.67
PepeSol,$MOONWAG,2023-08-01,addr943,0.0036,427132,33544,166532283,223754175,4.67,0.0035,0.0022,4992,23291,20950,59.09
DogeSun,$DOGESUN,2023-01-05,addr814,0.0083,232394,33782,141148083,152577944,10.12,0.0022,0.0077,10079,15973,73833,-71.43
LOLToken,$SOLDOG,2022-08-15,addr541,0.0027,481802,28759,164637688,187993844,19.95,0.0049,0.0069,10049,23642,16452,-28.99
WoofSol,$GIGGLE,2023-08-20,addr844,0.0036,314894,35555,155547372,172176179,1.35,0.0031,0.0019,3754,6560,77117,63.16
ShibaLight,$CHAD,2021-04-05,addr982,0.0091,201235,28673,184074517,67584058,4.48,0.0045,0.0065,13324,21732,56339,-30.77
SolDog,$MOONPUG,2023-07-10,addr750,0.0076,193438,35027,130269524,107136365,9.24,0.0198,0.0051,3038,45828,56848,288.24
SwoleDoge,$PEPE,2023-01-05,addr328,0.0083,145568,13663,177315877,118976097,15.52,0.0098,0.0024,3763,36338,70459,308.33
PepeSol,$CHEEMS,2023-06-15,addr6,0.0029,343391,7912,69014177,257771359,1.98,0.005,0.0081,7186,18272,34972,-38.27
PepeMoon,$CHAD,2023-07-10,addr27,0.0008,461472,16821,104183395,215731781,-1.6,0.0164,0.0043,13387,23624,89423,281.4
ShibaLight,$PEPEMOON,2022-11-20,addr907,0.0067,383585,23300,102903842,272837854,-0.62,0.0165,0.0048,8041,45437,74718,243.75
JokeSol,$GIGGLE,2022-09-10,addr707,0.0056,277304,38568,169049747,210259870,0.95,0.0175,0.0056,4402,31643,34809,212.5
FlokiSol,$FLOKI,2022-12-15,addr473,0.0047,284954,20539,51189601,278400591,8.36,0.0174,0.008,14848,33101,23642,117.5
GiggleToken,$MOONWAG,2023-03-30,addr24,0.003,337163,7597,122736312,112390825,3.41,0.0012,0.0054,5432,28417,87853,-77.78
WoofSol,$CHEEMS,2023-08-20,addr857,0.0073,296520,22389,55145630,209051868,17.79,0.0075,0.0026,8183,30579,56951,188.46
FlokiSol,$DOGESUN,2023-04-10,addr848,0.0053,362868,25553,144380120,269464489,-4.1,0.0145,0.0077,6843,17596,45325,88.31
MeowInu,$SOLDOG,2021-04-05,addr260,0.0083,224083,41806,92323594,187007359,12.7,0.0086,0.0082,11610,20755,55759,4.88
JokeSol,$SWOLEDOGE,2023-08-01,addr693,0.0017,323528,7626,53968727,273937933,11.82,0.011,0.0097,8947,35156,53107,13.4
SolCheems,$PEPE,2023-04-10,addr1000,0.0089,350318,22204,76288678,256917328,-4.64,0.0077,0.0098,12008,8782,15324,-21.43
GiggleToken,$MEMEFLARE,2023-03-14,addr776,0.0069,130429,22112,153101312,52769879,9.22,0.0165,0.0044,4912,49713,84104,275.0
SolDog,$MOONPUG,2021-04-05,addr808,0.0091,150121,14868,114383102,181788188,-0.33,0.0013,0.0032,11895,13938,71488,-59.38
FlokiSol,$SWOLEDOGE,2022-12-25,addr228,0.0071,241776,28822,87386952,247610057,0.32,0.0192,0.0037,8807,38094,37780,418.92
PugInu,$SHIBA,2022-11-20,addr80,0.0053,298278,10884,160662031,145566701,1.22,0.0039,0.0044,3211,39283,36516,-11.36
MeowInu,$MEMEFLARE,2022-06-25,addr711,0.0078,118088,22605,170047446,149082225,-7.71,0.005,0.0035,3077,46040,94607,42.86
DogeSun,$PUGINU,2022-08-15,addr289,0.0098,150079,42872,98540655,203467338,-8.18,0.0012,0.0047,10386,29936,47229,-74.47
ShibaLight,$CHEEMS,2022-04-22,addr603,0.0025,479651,12593,152071497,185891902,16.48,0.0013,0.0033,6463,5560,31499,-60.61
GiggleToken,$SOLDOG,2023-04-10,addr308,0.009,221371,36900,54384114,263369788,13.44,0.0123,0.0048,14226,18524,40303,156.25
PepeSol,$JOKESOL,2023-03-14,addr383,0.0092,315278,5757,111742103,200448038,18.56,0.0073,0.0014,9875,43621,51752,421.43
JokeSol,$PEPE,2023-04-10,addr494,0.0058,115759,42300,162436464,281412878,14.7,0.0166,0.0096,5813,22838,98880,72.92
JokeSol,$SHIBALIGHT,2023-01-05,addr792,0.006,231548,20679,176788517,158477686,-2.81,0.0163,0.0028,14137,36000,59828,482.14
SolCheems,$SHIBA,2023-09-05,addr156,0.001,377582,27920,93300483,105485980,-6.18,0.0051,0.0036,9878,10006,81288,41.67
InuSpark,$PUGINU,2023-01-05,addr547,0.008,443213,39169,103755373,251053912,6.89,0.0012,0.0075,9461,7446,87298,-84.0
LOLToken,$SHIBA,2022-06-25,addr637,0.0059,209745,6568,191985017,71610338,-9.49,0.0085,0.0013,3411,40878,16594,553.85
WoofSol,$PEPE,2023-05-20,addr767,0.0083,311019,49874,164229782,52588474,12.21,0.013,0.0042,7261,32095,12583,209.52
DogeSun,$SHIBA,2021-04-05,addr252,0.0023,280360,8480,141498500,58178013,7.6,0.0056,0.004,6545,44566,54791,40.0
MoonWag,$PUGINU,2022-11-20,addr502,0.0008,424603,42655,179981695,214744600,-3.55,0.0173,0.0087,5629,38476,77900,98.85
MoonPug,$DOGESUN,2023-04-10,addr681,0.0056,278210,33259,98652492,248774838,15.35,0.0067,0.0091,14740,15698,22130,-26.37
LOLToken,$MEOW,2022-06-25,addr763,0.0018,172377,46036,190060579,80497019,5.02,0.0062,0.0061,10399,41619,34031,1.64
SolDog,$INUSPARK,2022-08-15,addr72,0.0025,264730,45126,84949964,133568942,0.91,0.0184,0.0017,14639,26134,80140,982.35
ChadCoin,$PEPEMOON,2023-08-20,addr171,0.0065,330040,14296,181517999,247654432,15.02,0.0059,0.0025,14608,44403,63728,136.0
ShibaSol,$SOLDOG,2023-08-01,addr968,0.0073,317976,34133,115507146,173378792,0.68,0.0135,0.0078,10512,18990,11995,73.08
InuSpark,$GIGGLE,2023-04-10,addr432,0.0091,498596,22159,110878569,113010558,5.35,0.011,0.0004,3112,38032,44604,2650.0
ShibaLight,$JOKESOL,2023-07-10,addr747,0.0023,487792,21114,88109343,131329136,16.85,0.0032,0.0079,11827,48343,30581,-59.49
MoonWag,$PUGINU,2023-01-18,addr829,0.0018,235460,32777,194370632,250104579,0.15,0.0045,0.008,11375,18806,50213,-43.75
MemeFlare,$MOONPUG,2023-09-05,addr432,0.0051,243818,33990,169895202,107576544,16.61,0.0045,0.009,13318,45006,75043,-50.0
FlokiSol,$CHEEMS,2023-01-18,addr540,0.0082,90758,33641,51205121,263812063,8.31,0.0161,0.0023,5648,16061,75984,600.0
ShibaLight,$PEPE,2022-09-10,addr147,0.0085,106701,42955,170609187,69293919,2.03,0.0134,0.0034,12489,20206,55370,294.12
MoonWag,$DOGESUN,2023-04-10,addr190,0.0038,92416,24346,137908825,234707522,-2.97,0.0157,0.0043,13659,24445,85397,265.12
ShibaSol,$MOONWAG,2022-12-15,addr286,0.0076,199106,22259,61923861,210991061,-2.75,0.0033,0.0041,10012,44910,51844,-19.51
SolDog,$PEPE,2022-08-15,addr893,0.0097,207728,17768,139552540,211236945,6.15,0.0012,0.0094,5057,32948,99657,-87.23
WoofSol,$LOL,2023-04-10,addr820,0.0008,293721,21321,189986475,106258462,18.27,0.0033,0.007,10484,42133,34603,-52.86
MemeFlare,$GIGGLE,2022-06-25,addr349,0.0044,336388,18410,68853165,229895996,-4.87,0.0097,0.0055,3731,11260,54305,76.36
PugInu,$SOLDOG,2022-08-15,addr413,0.0036,415181,9285,101632831,108976106,7.63,0.0084,0.0014,13488,5062,78480,500.0
PepeSol,$FLOKI,2023-03-14,addr406,0.0025,297113,44961,137178406,219693032,17.77,0.0121,0.0028,7272,8553,83175,332.14
ShibaLight,$SHIBALIGHT,2023-08-20,addr716,0.0047,341475,31564,195506030,71507684,15.56,0.0036,0.0063,7113,30290,72159,-42.86
FlokiSol,$MEOW,2022-09-10,addr832,0.004,316252,46338,94618724,130211794,-5.22,0.0071,0.0071,9148,15274,74582,0.0
DogeSun,$PEPEMOON,2021-04-05,addr240,0.0082,153496,49626,196996734,61266354,12.27,0.0108,0.0064,6611,42389,41518,68.75
MoonWag,$SWOLEDOGE,2023-03-14,addr570,0.005,253759,12926,143820604,240600839,0.35,0.0147,0.0051,6409,20274,22121,188.24
SwoleDoge,$MOONPUG,2022-11-20,addr604,0.0057,478961,39436,195178603,232463388,1.44,0.008,0.0042,5760,26837,84273,90.48
MeowInu,$INUSPARK,2023-05-20,addr987,0.0045,482256,47180,88245137,99448239,-2.68,0.0044,0.0086,9476,10653,86884,-48.84
LOLToken,$SHIBA,2023-05-20,addr777,0.0076,322364,31339,80612355,289823575,18.92,0.0103,0.0033,6444,23983,21125,212.12
SolCheems,$SHIBA,2023-05-20,addr683,0.0034,396003,15752,148862024,277380435,-6.79,0.0033,0.0037,8283,32267,47446,-10.81
ShibaSol,$LOL,2021-04-05,addr901,0.0011,403359,14731,137378230,149185151,4.84,0.0055,0.0066,10453,45980,97347,-16.67
MeowInu,$MEMEFLARE,2023-08-01,addr123,0.0043,237042,6180,122650473,269573453,19.26,0.0092,0.0012,9609,13869,43721,666.67
MemeFlare,$DOGESUN,2023-01-18,addr864,0.0006,92429,25590,145177707,137697893,11.82,0.0011,0.0086,4479,30481,93092,-87.21
ShibaSol,$MOONPUG,2023-09-05,addr273,0.0014,80648,23816,88116375,214318162,19.82,0.0177,0.0026,8307,11615,75413,580.77
ChadCoin,$PEPEMOON,2022-09-10,addr521,0.0007,448868,14564,103951548,63629261,-4.49,0.0115,0.002,10305,7561,15486,475.0
ChadCoin,$SHIBA,2023-08-20,addr466,0.0037,205246,17842,193484680,91645928,2.57,0.0055,0.0062,6895,48426,59863,-11.29
InuSpark,$MOONWAG,2023-04-10,addr603,0.0084,91985,32263,150245435,283143609,9.03,0.0136,0.0011,14053,29664,35840,1136.36
SolDog,$WOOFSOL,2023-08-01,addr223,0.0099,261972,42926,189606896,246543705,-9.77,0.0047,0.0034,7350,31163,89911,38.24
WoofSol,$FLOKI,2021-04-05,addr315,0.0069,207543,25006,156717241,52410420,-8.78,0.0089,0.006,5506,45182,32291,48.33
DogeSun,$JOKESOL,2023-06-15,addr820,0.0071,415270,43425,106309422,60914227,-9.76,0.0011,0.0037,7143,36845,55218,-70.27
MoonPug,$CHAD,2022-08-15,addr346,0.0002,115682,37958,193737273,180752495,-7.05,0.0092,0.0004,13796,15258,40535,2200.0
WoofSol,$PUGINU,2023-09-05,addr110,0.0039,262338,33470,188818872,226637385,6.79,0.0174,0.0068,10261,29460,23461,155.88
ChadCoin,$PUGINU,2023-05-20,addr978,0.0081,416586,22218,59581300,267766318,12.48,0.0131,0.0035,14639,11325,23439,274.29
PugInu,$SWOLEDOGE,2023-09-05,addr626,0.0012,363118,39663,171282541,219049360,4.44,0.0178,0.002,12910,42485,53146,790.0
MoonPug,$PUGINU,2021-04-05,addr299,0.0013,159324,46199,102422972,259238548,-8.03,0.0194,0.0016,7857,14705,84149,1112.5
LOLToken,$MEOW,2023-01-05,addr970,0.0078,154691,18424,84993545,283824382,8.13,0.0107,0.0071,3992,20764,83899,50.7
JokeSol,$SHIBALIGHT,2023-05-20,addr212,0.002,155436,26265,157890317,152104617,9.58,0.0041,0.0028,7230,21815,82208,46.43
JokeSol,$JOKESOL,2022-09-10,addr609,0.003,324537,15638,182683355,240237574,7.93,0.0175,0.0085,7900,32324,71822,105.88
MoonWag,$FLOKI,2023-06-15,addr995,0.0063,282876,34677,177823785,208267113,14.73,0.0045,0.0062,3493,39346,91216,-27.42
LOLToken,$PEPE,2023-05-20,addr888,0.0009,431733,49023,63660945,154640235,10.87,0.01,0.0068,10264,38532,97323,47.06
PepeMoon,$CHEEMS,2023-01-05,addr851,0.0088,204077,48685,199743470,120919101,-0.12,0.018,0.0073,5187,39294,27865,146.58
PepeMoon,$PEPE,2022-11-20,addr972,0.01,465309,39712,85733043,187783110,-3.85,0.0139,0.0076,11942,17203,76875,82.89
SolCheems,$PEPE,2023-05-20,addr996,0.0077,333717,8602,125462989,104007478,6.46,0.0113,0.0013,7423,11901,48301,769.23
DogeSun,$DOGESUN,2023-08-20,addr853,0.007,204787,17399,157698077,258367519,10.18,0.0049,0.0083,11410,11856,71972,-40.96
PugInu,$CHAD,2021-04-05,addr781,0.009,93811,12103,199382184,252534097,-8.9,0.0015,0.0044,11644,28364,72537,-65.91
SwoleDoge,$JOKESOL,2023-08-01,addr682,0.008,298152,25022,110237035,279816888,-9.27,0.0052,0.0005,5301,25381,43696,940.0
PepeSol,$SWOLEDOGE,2023-05-20,addr395,0.0011,149335,31446,61987428,50705812,9.7,0.0115,0.007,14223,14835,35329,64.29
JokeSol,$FLOKI,2022-09-10,addr657,0.0076,401999,9322,81811900,178497150,10.58,0.0075,0.0056,9394,24084,86947,33.93
JokeSol,$INUSPARK,2022-12-15,addr258,0.0076,118677,39103,159952989,225379182,8.9,0.0168,0.004,12572,5640,56987,320.0
PepeSol,$DOGESUN,2023-03-30,addr945,0.0069,415463,49690,100113265,54975614,11.57,0.0035,0.0079,14208,45825,45780,-55.7
PugInu,$MOONWAG,2023-02-12,addr852,0.0045,398391,30929,117647634,144685103,17.42,0.0015,0.002,9510,26115,95435,-25.0
ShibaLight,$DOGESUN,2023-01-18,addr67,0.0098,412866,36939,181409778,121170114,15.19,0.0179,0.0027,6851,49107,48896,562.96
FlokiSol,$INUSPARK,2023-08-01,addr197,0.0037,245382,11028,88130355,78159456,19.92,0.013,0.0062,6120,33734,69930,109.68
DogeSun,$CHEEMS,2022-11-20,addr132,0.0041,58925,12185,95633302,287482972,1.1,0.0078,0.0038,6011,26505,71668,105.26
InuSpark,$INUSPARK,2023-01-18,addr932,0.0046,146193,19057,54316753,271503923,-7.38,0.0152,0.006,8646,10812,96129,153.33
ChadCoin,$MOONPUG,2022-08-15,addr418,0.0095,240052,23543,79183569,115528580,4.33,0.0023,0.0012,12256,44448,81201,91.67
MeowInu,$DOGESUN,2021-04-05,addr673,0.0035,154048,17495,71079587,259468839,8.97,0.0047,0.0006,4195,35090,44765,683.33
MeowInu,$GIGGLE,2023-06-15,addr624,0.0023,350298,42229,142573823,144761706,-5.28,0.0037,0.0087,12236,43914,56583,-57.47
MeowInu,$SOLDOG,2023-09-05,addr982,0.0017,285199,11414,61572167,222442494,5.45,0.0076,0.0055,7497,18253,32210,38.18
PugInu,$SHIBA,2023-03-14,addr502,0.005,244622,48666,195596719,118164431,17.57,0.0104,0.0083,9651,6668,57052,25.3
SwoleDoge,$MOONWAG,2023-08-20,addr220,0.0085,67102,37695,131547369,235158414,18.51,0.0061,0.0083,5761,33463,23793,-26.51
MoonPug,$CHEEMS,2023-02-12,addr2,0.0001,243559,40441,67748182,248211936,-6.02,0.0059,0.0096,7710,40627,40309,-38.54
FlokiSol,$LOL,2023-03-30,addr103,0.0096,403596,36340,193777810,81843624,-4.84,0.0031,0.0009,12578,13954,36867,244.44
PepeMoon,$CHEEMS,2023-03-14,addr435,0.0043,231817,46144,125725779,219590822,-0.64,0.0073,0.0046,7600,37771,38025,58.7
GiggleToken,$DOGESUN,2023-01-18,addr111,0.0091,355782,5001,153015706,72756485,10.28,0.0122,0.0054,14805,38645,66771,125.93
PugInu,$DOGESUN,2022-06-25,addr606,0.0074,179395,32183,92486295,51707158,14.2,0.0085,0.0012,4621,48394,78969,608.33
ChadCoin,$MOONWAG,2023-03-30,addr680,0.0029,340092,42557,197767865,292243564,2.34,0.0055,0.0088,14277,19546,64114,-37.5
MoonPug,$DOGESUN,2023-01-05,addr261,0.0006,116209,39945,52790818,159721786,4.97,0.0093,0.0078,5134,39643,70489,19.23
SwoleDoge,$MOONWAG,2023-07-10,addr830,0.0089,258961,47671,178947124,198117275,-2.14,0.0107,0.0095,13985,42898,72491,12.63
ShibaSol,$LOL,2023-04-10,addr194,0.0068,285992,17753,131176491,71042132,16.19,0.0027,0.0076,10102,27093,63386,-64.47
JokeSol,$SHIBALIGHT,2023-08-20,addr910,0.0079,494550,24003,153278561,286194615,8.12,0.0034,0.0076,12472,16597,22917,-55.26
MoonPug,$MEOW,2022-06-25,addr219,0.0096,156843,13594,120435907,242447531,3.06,0.0136,0.0001,3940,20786,63564,13500.0
DogeSun,$INUSPARK,2022-06-25,addr354,0.0093,77342,21362,118057092,220470821,-1.76,0.0184,0.0052,9209,11852,91324,253.85
LOLToken,$WOOFSOL,2022-04-22,addr671,0.0031,328261,8591,106135587,264456874,2.39,0.0122,0.0074,5533,36918,37154,64.86
JokeSol,$SHIBA,2022-08-15,addr141,0.0091,111155,44877,56153599,179570084,8.62,0.0072,0.0042,8610,46216,50501,71.43
InuSpark,$MEOW,2023-03-14,addr332,0.0002,239436,5842,138427329,92237851,8.68,0.0147,0.0043,4918,31421,88404,241.86
SolCheems,$DOGESUN,2023-04-10,addr743,0.0097,136904,15042,116931934,242100585,-0.62,0.0147,0.0093,6318,18716,16503,58.06
PepeMoon,$DOGESUN,2023-01-05,addr322,0.0036,425974,21312,69539439,149866386,-9.23,0.007,0.0003,5289,9416,21456,2233.33
MoonWag,$SHIBALIGHT,2021-04-05,addr769,0.0075,480299,24951,68023545,73803689,3.79,0.0094,0.0008,8977,27052,76775,1075.0
SolCheems,$LOL,2022-12-25,addr140,0.0031,163751,11477,61837662,272417211,-7.46,0.0046,0.0077,6686,40906,76008,-40.26
SwoleDoge,$MEOW,2021-04-05,addr128,0.0002,241301,40666,193804092,57388385,14.34,0.0028,0.0075,8013,49000,20227,-62.67
SolDog,$MOONWAG,2022-11-20,addr575,0.0015,492466,48932,189133137,165908127,-9.38,0.0049,0.0086,13883,18821,77106,-43.02
PepeSol,$MEMEFLARE,2023-03-30,addr948,0.0049,159909,49968,163838118,188569291,9.1,0.0169,0.0038,6219,25056,62530,344.74
WoofSol,$CHEEMS,2023-01-05,addr920,0.008,423685,23969,136281065,187379027,9.12,0.0106,0.0036,4981,7907,51809,194.44
DogeSun,$SWOLEDOGE,2023-07-10,addr841,0.0049,462586,42189,85922655,162752301,-5.55,0.0113,0.0029,14810,49020,68406,289.66
MoonWag,$PUGINU,2023-03-14,addr987,0.007,343627,45491,59159927,212133841,17.7,0.0144,0.0017,14720,28922,72758,747.06
LOLToken,$DOGESUN,2023-03-30,addr683,0.0048,224356,47967,74535225,225652257,-9.5,0.0082,0.0094,6658,43634,67619,-12.77
FlokiSol,$MOONWAG,2023-01-18,addr921,0.0054,218472,11695,83186606,292373268,-7.82,0.0157,0.0068,6090,20291,83330,130.88
